Question Description,"Variable Name
(2023)","Variable Name
(2024)","Question Location
(2023)","Question Location
(2024)",Questionnaire Label,Label,2023 Availability,2024 Availability,Both Years
What do you think about your school? Tell how much you agree with these statements. Teachers at this school care about me,ASBG13D,ASBLG11D,SQG-13d,SQG-11d,Student,,✓,✓,✓
What do you think about your school? Tell how much you agree with these statements. I am proud to go to this school,ASBG13E,ASBLG11E,SQG-13e,SQG-11e,Student,,✓,✓,✓
What do you think about your school? I have friends at this school,ASBG13F,ASBLG11F,SQG-13f,SQG-11f,Student,,✓,✓,✓
What do you think about your school? Tell how much you agree with these statements. Students at this school like me the way I am,ASBG13G,ASBLG11G,SQG-13g,SQG-11g,Student,,✓,✓,✓
What do you think about your school? Tell how much you agree with these statements. I am satisfied with school,,ASBLG11H,,SQG-11h,Student,,,✓,
"During this school year, how often have other students from your school done any of the following things to you in person, through messaging, or through social media? Made fun of me or called me names",ASBG14A,ASBLG12A,SQG-14a,SQG-12a,Student,,✓,✓,✓
"During this school year, how often have other students from your school done any of the following things to you in person, through messaging, or through social media? Left me out of their games or activities",ASBG14B,ASBLG12B,SQG-14b,SQG-12b,Student,,✓,✓,✓
"During this school year, how often have other students from your school done any of the following things to you in person, through messaging, or through social media? Spread lies about me",ASBG14C,ASBLG12C,SQG-14c,SQG-12c,Student,,✓,✓,✓
"During this school year, how often have other students from your school done any of the following things to you in person, through messaging, or through social media? Stole something from me",ASBG14D,ASBLG12D,SQG-14d,SQG-12d,Student,,✓,✓,✓
"During this school year, how often have other students from your school done any of the following things to you in person, through messaging, or through social media? Damaged something of mine on purpose",ASBG14E,ASBLG12E,SQG-14e,SQG-12e,Student,,✓,✓,✓
"During this school year, how often have other students from your school done any of the following things to you in person, through messaging, or through social media? Hit or hurt me (e.g., shoving, hitting, kicking)",ASBG14F,ASBLG12F,SQG-14f,SQG-12f,Student,,✓,✓,✓
"During this school year, how often have other students from your school done any of the following things to you in person, through messaging, or through social media? Made me do things I didn't want to do",ASBG14G,ASBLG12G,SQG-14g,SQG-12g,Student,,✓,✓,✓
"During this school year, how often have other students from your school done any of the following things to you in person, through messaging, or through social media? Sent me nasty or hurtful messages online",ASBG14H,ASBLG12H,SQG-14h,SQG-12h,Student,,✓,✓,✓
"During this school year, how often have other students from your school done any of the following things to you in person, through messaging, or through social media? Shared nasty or hurtful things about me online",ASBG14I,ASBLG12I,SQG-14i,SQG-12i,Student,,✓,✓,✓
"During this school year, how often have other students from your school done any of the following things to you in person, through messaging, or through social media? Shared embarrassing photos of me online",ASBG14J,ASBLG12J,SQG-14j,SQG-12j,Student,,✓,✓,✓
"During this school year, how often have other students from your school done any of the following things to you in person, through messaging, or through social media? Threatened me",ASBG14K,ASBLG12K,SQG-14k,SQG-12k,Student,,✓,✓,✓
"In mathematics lessons, how often do you work on problems on your own?",ASBM01,ASBLM01,SQMS-01,SQMS-01,Student,,✓,✓,✓
How much do you agree with these statements about learning mathematics? I enjoy learning mathematics,ASBM02A,ASBLM02A,SQMS-02a,SQMS-02a,Student,,✓,✓,✓
How much do you agree with these statements about learning mathematics? I learn many interesting things in mathematics,ASBM02D,ASBLM02B,SQMS-02d,SQMS-02b,Student,,✓,✓,✓
How much do you agree with these statements about learning mathematics? I like mathematics,ASBM02E,ASBLM02C,SQMS-02e,SQMS-02c,Student,,✓,✓,✓
How much do you agree with these statements about learning mathematics? I like any schoolwork that involves numbers,ASBM02F,ASBLM02D,SQMS-02f,SQMS-02d,Student,,✓,✓,✓
How much do you agree with these statements about learning mathematics? I like to solve mathematics problems,ASBM02G,ASBLM02E,SQMS-02g,SQMS-02e,Student,,✓,✓,✓
How much do you agree with these statements about learning mathematics? I look forward to mathematics lessons,ASBM02H,ASBLM02F,SQMS-02h,SQMS-02f,Student,,✓,✓,✓
How much do you agree with these statements about learning mathematics? Mathematics is one of my favorite subjects,ASBM02I,ASBLM02G,SQMS-02i,SQMS-02g,Student,,✓,✓,✓
How much do you agree with these statements about your mathematics lessons? My teacher makes it clear what we should learn in each lesson,ASBM03A,ASBLM03A,SQMS-03a,SQMS-03a,Student,,✓,✓,✓
How much do you agree with these statements about your mathematics lessons? My teacher is easy to understand,ASBM03B,ASBLM03B,SQMS-03b,SQMS-03b,Student,,✓,✓,✓
How much do you agree with these statements about your mathematics lessons? My teacher has clear answers to my questions,ASBM03C,ASBLM03C,SQMS-03c,SQMS-03c,Student,,✓,✓,✓
How much do you agree with these statements about your mathematics lessons? My teacher is good at explaining mathematics,ASBM03D,ASBLM03D,SQMS-03d,SQMS-03d,Student,,✓,✓,✓
How much do you agree with these statements about your mathematics lessons? My teacher does a variety of things to help us learn,ASBM03E,ASBLM03E,SQMS-03e,SQMS-03e,Student,,✓,✓,✓
How much do you agree with these statements about your mathematics lessons? My teacher explains a topic again when we don't understand,ASBM03F,ASBLM03F,SQMS-03f,SQMS-03f,Student,,✓,✓,✓
How much do you agree with these statements about your mathematics lessons? My teacher gives me helpful feedback on my work,ASBM03G,ASBLM03G,SQMS-03g,SQMS-03g,Student,,✓,✓,✓
How much do you agree with these statements about your mathematics lessons? My teacher asks me to show what I have learned,ASBM03H,ASBLM03H,SQMS-03h,SQMS-03h,Student,,✓,✓,✓
How much do you agree with these statements about your mathematics lessons? My teacher asks me to explain my answers,ASBM03I,ASBLM03I,SQMS-03i,SQMS-03i,Student,,✓,✓,✓
How often do these things happen in your mathematics lessons? Students don't listen to what the teacher says,ASBM04A,ASBLM04A,SQMS-04a,SQMS-04a,Student,,✓,✓,✓
How often do these things happen in your mathematics lessons? There is too much noise for students to work well,ASBM04B,ASBLM04B,SQMS-04b,SQMS-04b,Student,,✓,✓,✓
How often do these things happen in your mathematics lessons? My teacher has to wait a long time for students to be quiet,ASBM04C,ASBLM04C,SQMS-04c,SQMS-04c,Student,,✓,✓,✓
How often do these things happen in your mathematics lessons? Students interrupt the teacher,ASBM04D,ASBLM04D,SQMS-04d,SQMS-04d,Student,,✓,✓,✓
How often do these things happen in your mathematics lessons? Students do not follow the classroom rules,ASBM04E,ASBLM04E,SQMS-04e,SQMS-04e,Student,,✓,✓,✓
How often do these things happen in your mathematics lessons? Other students' behavior makes it hard for me to concentrate,ASBM04F,ASBLM04F,SQMS-04f,SQMS-04f,Student,,✓,✓,✓
How much do you agree with these statements about mathematics? I usually do well in mathematics,ASBM05A,ASBLM05A,SQMS-05a,SQMS-05a,Student,,✓,✓,✓
How much do you agree with these statements about mathematics? Mathematics is harder for me than for many of my classmates,ASBM05B,ASBLM05B,SQMS-05b,SQMS-05b,Student,,✓,✓,✓
How much do you agree with these statements about mathematics? I am just not good at mathematics,ASBM05C,ASBLM05C,SQMS-05c,SQMS-05c,Student,,✓,✓,✓
How much do you agree with these statements about mathematics? Mathematics is easy for me,ASBM05D,ASBLM05D,SQMS-05d,SQMS-05d,Student,,✓,✓,✓
How much do you agree with these statements about mathematics? I am good at working out difficult mathematics problems,ASBM05E,ASBLM05E,SQMS-05e,SQMS-05e,Student,,✓,✓,✓
How much do you agree with these statements about mathematics? Mathematics is harder for me than any other subject,ASBM05F,ASBLM05F,SQMS-05f,SQMS-05f,Student,,✓,✓,✓
How much do you agree with these statements about mathematics? Mathematics makes me confused,ASBM05G,ASBLM05G,SQMS-05g,SQMS-05g,Student,,✓,✓,✓
"In science lessons, how often does your teacher ask you to conduct science experiments?",ASBS06,ASBLS06,SQMS-06,SQMS-06,Student,,✓,✓,✓
How much do you agree with these statements about learning science? I enjoy learning science,ASBS07A,ASBLS07A,SQMS-07a,SQMS-07a,Student,,✓,✓,✓
How much do you agree with these statements about learning science? I learn many interesting things in science,ASBS07D,ASBLS07B,SQMS-07d,SQMS-07b,Student,,✓,✓,✓
How much do you agree with these statements about learning science? I like science,ASBS07E,ASBLS07C,SQMS-07e,SQMS-07c,Student,,✓,✓,✓
How much do you agree with these statements about learning science? I look forward to learning science in school,ASBS07F,ASBLS07D,SQMS-07f,SQMS-07d,Student,,✓,✓,✓
How much do you agree with these statements about learning science? Science teaches me how things in the world work,ASBS07G,ASBLS07E,SQMS-07g,SQMS-07e,Student,,✓,✓,✓
How much do you agree with these statements about learning science? I like to do science experiments,ASBS07H,ASBLS07F,SQMS-07h,SQMS-07f,Student,,✓,✓,✓
How much do you agree with these statements about learning science? Science is one of my favorite subjects,ASBS07I,ASBLS07G,SQMS-07i,SQMS-07g,Student,,✓,✓,✓
How much do you agree with these statements about your science lessons? My teacher makes it clear what we should learn in each lesson,ASBS08A,ASBLS08A,SQMS-08a,SQMS-08a,Student,,✓,✓,✓
How much do you agree with these statements about your science lessons? My teacher is easy to understand,ASBS08B,ASBLS08B,SQMS-08b,SQMS-08b,Student,,✓,✓,✓
How much do you agree with these statements about your science lessons? My teacher has clear answers to my questions,ASBS08C,ASBLS08C,SQMS-08c,SQMS-08c,Student,,✓,✓,✓
How much do you agree with these statements about your science lessons? My teacher is good at explaining science,ASBS08D,ASBLS08D,SQMS-08d,SQMS-08d,Student,,✓,✓,✓
How much do you agree with these statements about your science lessons? My teacher does a variety of things to help us learn,ASBS08E,ASBLS08E,SQMS-08e,SQMS-08e,Student,,✓,✓,✓
How much do you agree with these statements about your science lessons? My teacher explains a topic again when we don't understand,ASBS08F,ASBLS08F,SQMS-08f,SQMS-08f,Student,,✓,✓,✓
How much do you agree with these statements about your science lessons? My teacher gives me helpful feedback on my work,ASBS08G,ASBLS08G,SQMS-08g,SQMS-08g,Student,,✓,✓,✓
How much do you agree with these statements about your science lessons? My teacher asks me to show what I have learned,ASBS08H,ASBLS08H,SQMS-08h,SQMS-08h,Student,,✓,✓,✓
How much do you agree with these statements about your science lessons? My teacher asks me to explain my answers,ASBS08I,ASBLS08I,SQMS-08i,SQMS-08i,Student,,✓,✓,✓
How often do these things happen in your science lessons? Students don't listen to what the teacher says,ASBS09A,ASBLS09A,SQMS-09a,SQMS-09a,Student,,✓,✓,✓
How often do these things happen in your science lessons? There is too much noise for students to work well,ASBS09B,ASBLS09B,SQMS-09b,SQMS-09b,Student,,✓,✓,✓
How often do these things happen in your science lessons? My teacher has to wait a long time for students to be quiet,ASBS09C,ASBLS09C,SQMS-09c,SQMS-09c,Student,,✓,✓,✓
How often do these things happen in your science lessons? Students interrupt the teacher,ASBS09D,ASBLS09D,SQMS-09d,SQMS-09d,Student,,✓,✓,✓
How often do these things happen in your science lessons? Students do not follow the classroom rules,ASBS09E,ASBLS09E,SQMS-09e,SQMS-09e,Student,,✓,✓,✓
How often do these things happen in your science lessons? Other students' behavior makes it hard for me to concentrate,ASBS09F,ASBLS09F,SQMS-09f,SQMS-09f,Student,,✓,✓,✓
How much do you agree with these statements about science? I usually do well in science,ASBS10A,ASBLS10A,SQMS-10a,SQMS-10a,Student,,✓,✓,✓
How much do you agree with these statements about science? Science is harder for me than for many of my classmates,ASBS10B,ASBLS10B,SQMS-10b,SQMS-10b,Student,,✓,✓,✓
How much do you agree with these statements about science? I am just not good at science,ASBS10C,ASBLS10C,SQMS-10c,SQMS-10c,Student,,✓,✓,✓
How much do you agree with these statements about science? Science is easy for me,ASBS10D,ASBLS10D,SQMS-10d,SQMS-10d,Student,,✓,✓,✓
How much do you agree with these statements about science? Science is harder for me than any other subject,ASBS10E,ASBLS10E,SQMS-10e,SQMS-10e,Student,,✓,✓,✓
